number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
279,Popular Diagnostic Centre Ltd. (Shantinogor-Unit-2),09666 78780910636,www.populardiagnostic.com,23.73954,90.3822,House # 16 Road No. 2 Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
280,Popular Diagnostic Centre Ltd.,09666 78780910636,www.populardiagnostic.com,23.73954,90.3822,House # 16 Road No. 2 Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
281,Islami Bank Hospital Motijheel Bhabon-4,01727-666741,https://specialistdoctorsbd.com/islami-bank-hospital-motijheel/,23.73957,90.4206,24/B Outer Circular Rd Dhaka 1217 Bangladesh,Private hospital,Hospital,all,0,140,3.1,4.2,1,1,1,1,1,1,1,1,1,1,https://specialistdoctorsbd.com/islami-bank-hospital-motijheel/
282,Japan Bangladesh Friendship Hospital Ltd.,,_,23.73961,90.3751,Bus Stand 55 Satmasjid Road Dhaka 1209 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
283,Kuwait Bangladesh Friendship Government Hospital.,,,23.73963,90.3753,V9GH+8QG,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
284,Japan Bangladesh Friendship Hospital,,https://www.facebook.com/JBFH.org.bd/,23.73963,90.3753,Bus Stand 55 Satmasjid Road,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
285,Dhanmondi AKI laboratory,,,23.73964,90.3872,P9WF+FP6,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
286,Upasham Health Point-Pvt Ltd.,,http://upashamdhaka.com/,23.73996,90.3671,H-14 R-2/B J Block Baridhara Vatara Dhaka-1212 Dhaka,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
287,Thyrocare Consultation Center (Wellness & Aesthetics),,http://www.thyrocarebd.com/,23.74027,90.4333,Tower House 72 Level Rupsha 3 Road No. 11,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
288,NEW ANAMICA DIAGNOSTIC CENTRE,,_,23.74028,90.434,N Basabo Road# 10 Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
289,Health and Hope Hospital Unit - 2,,,23.74046,90.3742,56/8 West Panthapath,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
290,Delta Hospital Limited,01301254924+8802-58050661,delta-hospital.com,23.74062,90.3745,26/2 Principal Abul Kashem Rd Dhaka 1216 Bangladesh,Private hospital,Hospital,all,0,400,3.4,3.7,1,1,1,1,1,1,1,1,0,0,delta-hospital.com
291,The Barakah General Hospital Limited,,http://www.barakahospital.com/,23.74063,90.4193,No 2 Opposite Police line Gate 937 Outer Circular Rd,Government hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
292,Insaf Barakah Kidney & General Hospital,,http://insafbarakahospital.com/,23.74063,90.4193,11 শহীদ তাজউদ্দিন আহমেদ সরণি,Government hospital,Hospital,Kidny,0,,,4.1,,,,,,,,,,,
293,Al-Baraka Model Hospital,,,23.74063,90.4193,P92W+WVG,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
294,The Barakah General Hospital Ltd.,01720-045769,http://ww12.barakahospital.com/,23.74079,90.4192,Opposite Police line Gate No 2 937 Outer Circular Rd Dhaka 1000 Bangladesh,Private hospital,Hospital,all,0,,3,3.7,1,0,0,0,1,1,1,0,0,0,http://ww12.barakahospital.com/
295,Renaissance hospital & research institute Ltd,,_,23.74086,90.374,4/A Road No. 4A Dhaka 1209 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
296,Popular Diagnostic Centre (Santinagar Branch),09666 78780910636,www.populardiagnostic.com,23.74114,90.4124,Popular Diagnostic Center Shantinagar Rd Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
297,Jamuna Bank Foundation Dialysis Center,01710-650370,_,23.74122,90.4127,41 Shantinagar Rd Dhaka 1217 Bangladesh,Private hospital,Clinic,kidny,0,,3,3.5,0,0,0,0,1,1,1,0,0,0,
298,DMFR MOLECULAR LAB BD LTD.,,_,23.74122,90.383,1207 Mirpur Rd Dhaka 1205 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
299,LABAID Cardiac Hospital,,http://www.labaidgroup.com/cardiac,23.74165,90.383,House-01 & 03 রোড-০৪,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
300,Saimon Medical Centre Limited,02-8417800,_,23.74182,90.3823,Ishaque Tower( 1st & 2nd Floor Plot: KA 96/B Progati Sharoni Kuri Bhatara Dhaka 1229 Bangladesh,Private hospital,Diagnostic,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
301,Uposom clinic,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7419,90.3916,,Private hospital,Clinic,all,0,,,4.8,,,,,,,,,,,
302,LABAID Specialized Hospital,,http://www.labaidgroup.com/specialized,23.74196,90.3828,House- -1 and 6 Road No. 4,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
303,Life Aid Specialized Hospital Pvt. Ltd.,,,23.74196,90.3828,Begam Rokeya Sarani Avenue,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
304,Global Specialized Hospital,,,23.74196,90.3828,282 Almas tower 1 Mazar Rd,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
305,Nanavati Max,,http://nanavatimaxcarebd.com/,23.74223,90.4377,House #21 Bashati Horizon Level 9 Block # C Rd No 17,Private hospital,Clinic,all,0,,,2.8,,,,,,,,,,,
306,VARD Primary Eye Care Center Chhatak,,http://www.vardbd.org/,23.74288,90.3843,Q9FX+XVG MondalivogDakbanglu Road,Private hospital,Hospital,Eye,0,,,,,,,,,,,,,,
307,Central Hospital Limited,,http://www.centralhospitalltdbd.com/,23.74291,90.384,House # 2 সড়ক নং ৫ Green Rd,Government hospital,Hospital,all,0,,,4,,,,,,,,,,,
308,Farabi General Hospital,,,23.74322,90.4157,8 Rd No 14,Government hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
309,Crescent Gastroliver & General Hospital,,http://crescentgastroliver.com/,23.74322,90.4157,25/i Green Road [Eastern end of Dhanmondi Rd 7,Government hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
310,Khalekunnessa General Hospital,,,23.74322,90.4157,61 Becharam Dewri,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
311,MedPark Hospital Bangladesh Office,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74322,90.4157,Plot 2 Rd 21,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
312,KIDZ genearl hospital,,,23.74322,90.4157,R9C8+83Q Unnamed Road,Private hospital,Hospital,Kidny,0,,,,,,,,,,,,,,
313,Majar General Hospital,,,23.74322,90.4157,Q9W2+F23,Private hospital,Hospital,all,0,,,2.6,,,,,,,,,,,
314,Abeer General Hospital,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.74322,90.4157,18 New Eskaton Road,Government hospital,Hospital,all,0,,,3.6,,,,,,,,,,,
315,Railway General Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.74322,90.4157,PCPF+GFV,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
316,Monowara Hospital diagnostic center,01715-839400,_,23.74324,90.4077,54 Siddheswari Rd Dhaka 1217 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,
317,SB diagnostic center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74332,90.4268,189/B Bir Uttam Mir Shawkat Sarak,Private hospital,Diagnostic,Diagnostic,0,,,5,,,,,,,,,,,
319,Nahar Skin & Dental Care,,,23.74345,90.4133,Road 5House 25,Private hospital,Clinic,Dental,0,,,5,,,,,,,,,,,
320,Chowa Physio & Dental Care,,https://chowa.com.bd/,23.74345,90.4133,house 7a Road No. 41,Private hospital,Clinic,Dental,0,,,4.8,,,,,,,,,,,
321,Evergreen Hospital,,,23.74355,90.3845,Rayerbag Bus Stand Kadamtali,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
322,Marie Stopes Premium Maternity Dhanmondi,,https://mariestopes.org.bd/,23.74364,90.3704,House-320 Road-8/A Keari Plaza are 300 yards ahead West House-320 Rd 8/A,Private hospital,Hospital,mother and chield,0,,,3.9,,,,,,,,,,,
323,Marie Stopes Premium Maternity Clinic Mirpur-10,,https://www.mariestopes.org.bd/,23.74364,90.3704,Block-A House-02 Rd No. 4,Private hospital,Clinic,mother and chield,0,,,3.9,,,,,,,,,,,
324,Gonoshasthaya Nagar Hospital,,http://www.gonoshasthayakendra.org/,23.74368,90.3825,House No 14/E Rd No. 6,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
325,The Medical Center,,,23.7437,90.3731,shatmasjid road (near kfc) CONSULTATION OF GASTROENTEROLOGY,Private hospital,Diagnostic,all,0,,,3.9,,,,,,,,,,,
326,Call A Doctor BD,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74385,90.3673,House #14/A (5th floor Rd No. 1/A,Private hospital,Clinic,all,0,,,4.5,,,,,,,,,,,
327,Infertility Care & Research Centre Ltd (ICRC),,http://www.icrc-bd.org/,23.7441,90.3846,Q998+6WC রিং রোড,Private hospital,Hospital,Fertility ,0,,,4.1,,,,,,,,,,,
328,Z H sikdar Cardiac Care And Research Center,,,23.7441,90.3846,19 Rd 105,Private hospital,Diagnostic,all,0,,,5,,,,,,,,,,,
329,Prime Bank Eye Hospital,01721068282 0248113422,https://www.primebankeyehospital.org/,23.74423,90.3723,House # 82 Road No. 8A(New) Prime Bank Eye Hospital Satmosjid Road Dhanmondi West Rd 8/A Dhaka 1209 Bangladesh,Private hospital,Hospital,Eye,0,,3,4,0,0,0,0,1,1,1,0,0,0,https://www.primebankeyehospital.org/
330,Best Doctor Organization,,,23.7443,90.3848,A 10 Dhanmondi Lake Rd,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
331,Famous General Hospital,,,23.74432,90.3939,·,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
332,Medinova Medical Services Ltd. (Malibagh Branch),01790-118855,https://medinovamalibagh.com/,23.74447,90.4143,Hosaf Tower 6/9 Outer Circular Rd Dhaka 1217 Bangladesh,Private hospital,Diagnostic,all,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,https://medinovamalibagh.com/
333,Ahmad Sharif,,,23.74456,90.3635,QCJ4+8W4 Toll Booth Jatrabari Gulistan Flyover,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
334,Bangladesh Eye Hospital Uttara,,http://uttara.bdeyehospital.com/,23.74465,90.3818,House No: 27 1230 Sonargaon Janapath,Private hospital,Hospital,Eye,0,,,4.2,,,,,,,,,,,
335,Bangladesh Eye Hospital & Institute,,https://bdeyehospital.com/,23.74465,90.3818,78 Satmasjid Road,Private hospital,Hospital,Eye,0,,,4.1,,,,,,,,,,,
336,Labid besthospital Dhanmondi,,http://labaidgroup.com/,23.7447,90.377,P9RM+RRV Green Square Road,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
337,AL SHIFA MEDICAL SERVICES LTD.,01701-665701,_,23.74476,90.4422,21 1 Dakhin Banasree Project Road Dhaka Bangladesh,Private hospital,Hospital,all,0,,_,3,0,0,0,0,0,0,0,0,0,0,www.dhakadiv.gov.bd
338,Green View Clinc,,_,23.74488,90.3851,25/3 Green Rd Dhaka 1205 Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
339,Dr. Ratan Clinic,,,23.74493,90.444,69 P-Q Ground Floor Green Road Panthapath,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
340,Padma Diagnostic Centre Ltd.,,_,23.7451,90.4133,245/2 New Circular Road W Malibagh Dhaka 1217 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
341,Anwer Khan Modern Cancer Hospital,,,23.74511,90.3819,House 20 Road 7 7 Mirpur Rd,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
342,Anower Khan Modern Medical College Hospital Limited,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.74511,90.3819,193 Kamalapur Box Culvert Rd,Private hospital,Medical college hospital,all,1,,,4.3,,,,,,,,,,,
343,Ibn Sina Diagnostic and Imaging Center (Dhanmondi 9A),,http://www.ibnsinatrust.com/,23.74513,90.3723,House 48 Rd No 9A,Private hospital,Diagnostic,Diagnostic,0,,,4.2,,,,,,,,,,,
344,Maa Medical Hall,,,23.74533,90.3656,VC85+43H Farid Market Middle Azampur Uttara Near Baitul Falah Jame Mosque,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
345,Al Mubasher Medical Diagnostic Services,02222-227583,_,23.7454,90.3954,tower 1st floor Padma Life Tower 115 ???? ????? ????? ???? ???? 1000 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,2.8,3,0,0,0,0,1,1,1,0,0,0,
346,Green Life Hospital Ltd.,,https://www.greenlifehospital.com.bd/,23.74541,90.3852,Bir Uttam 32 Green Road KM Shafiullah Sarak,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
347,BACC Women’s & Children Hospital (Pvt.) Ltd.,,,23.74543,90.372,69/R Panthapath,Private hospital,Hospital,all,0,,,1.7,,,,,,,,,,,
348,Women's And Children's General Hospital,,https://www.facebook.com/wcgh.Hospital,23.74543,90.372,House-48/6 Road-9/A Satmasjid Road Dhanmondi R/A Satmasjid Road,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
349,N N Lab,01752-411373,_,23.74546,90.3849,C4 House 2 7 Rupayan Prime ????? ??? ???? 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,
350,Saaol Heart Center (BD) Ltd.,01777-780851,http://saaol.com.bd/,23.74556,90.3965,Behind Navi HeadQuarters H 26 Eskaton Garden Rd Dhaka 1000 Bangladesh,Private hospital,Diagnostic,Heart,0,,3.7,4.5,1,0,0,1,1,1,1,0,0,0,http://saaol.com.bd/
351,Stemz Health Care (BD) Ltd.,01784-755076,https://stemzhealthcarebd.com/,23.74562,90.3953,114 ???? ????? ????? ???? Rupayan Trade Centre 11th Floor Dhaka 1205 Bangladesh,Private hospital,Diagnostic,all,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,https://stemzhealthcarebd.com/
352,MIST Medical centre,,,23.74583,90.4356,R9Q5+GWG,Private hospital,Clinic,all,0,,,3.4,,,,,,,,,,,
353,Sankar hospital,,,23.74601,90.3624,P9WF+FP6,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
354,Ad-Din Medical College Hospital,,,23.74611,90.3952,2 Bara Maghbazar Outer Circular Rd,Private hospital,Medical college hospital,all,1,,,4,,,,,,,,,,,
355,Holy Family Red Crescent Medical College Hospital,,http://www.hfrcmc.edu.bd/,23.74611,90.3952,1 Eskaton Garden Rd,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
356,Green Life Medical College Hospital,,http://greenlife.edu.bd/,23.74611,90.3952,MAK Khan Tower 31 and 31/1 Bir Uttam Shafiullah Sarak Green Rd,Private hospital,Medical college hospital,all,1,,,3.8,,,,,,,,,,,
357,Dhaka Central International Medical College & Hospital (DCIMCH),,http://dcimch.com/,23.74611,90.3952,2 1 Ring Rd,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
358,Ashiyan Medical College Hospital,,http://www.ashiyanhospital.com/,23.74611,90.3952,RFP3+992,Government hospital,Medical college hospital,all,1,,,4,,,,,,,,,,,
359,Universal Medical College Hospital Ltd.,,https://umchltd.com/,23.74611,90.3952,74G/75 Pea-cock Square New Airport Road,Private hospital,Medical college hospital,all,1,,,3.8,,,,,,,,,,,
360,Unani And Ayurvedic Medical College & Hospital,,,23.74611,90.3952,1221 Mirpur Rd,Private hospital,Medical college hospital,all,1,,,3,,,,,,,,,,,
361,Shahabuddin Medical College Hospital,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.74611,90.3952,Yes,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
362,Eye Bank 305 & 306 no wordDhaka Medical College Hospital,,,23.74611,90.3952,QCQ9+QQ9 Shahabuddin Medical College Hospital Rd,Private hospital,Medical college hospital,Eye,1,,,,,,,,,,,,,,
363,Royal Dutch Medical College Hospital,,,23.74611,90.3952,North Manda Last Side of Manda Road (Opposite to Ethical Garments) Mugda DAG 369/1468 Dhaka,Private hospital,Medical college hospital,all,1,,,,,,,,,,,,,,
364,CCU Dhaka Medical College Hospital,,,23.74611,90.3952,P9FX+X4W Nazimuddin Rd,Private hospital,Medical college hospital,all,1,,,5,,,,,,,,,,,
365,Green road bakhtiar kamal skin center,,,23.74614,90.3854,22 Indira Rd,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
366,Medinova Medical Services Ltd. (Dhanmondi Head Office &,01750-557722,www.medinovamedicalbd.com,23.74615,90.3742,Dhanmondi Dhaka 1205 Bangladesh,Private hospital,Diagnostic,all,0,,3,4,0,0,0,0,1,1,1,0,0,0,www.medinovamedicalbd.com
367,Deshbangla Hospital & Diagnostic Center Limited.,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.74619,90.3652,26 Shonir Akhra - Dania Rd,Private hospital,Diagnostic,Diagnostic,0,,,4.2,,,,,,,,,,,
368,Modern Dental Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74642,90.4404,·,Private hospital,Clinic,Dental,0,,,5,,,,,,,,,,,
369,Medinova diagonostic center,,,23.74648,90.3961,V9FX+P92,Private hospital,Diagnostic,all,0,,,,,,,,,,,,,,
370,Labaid Ltd (Diagnostic) Malibagh,10606,https://labaid.com.bd/,23.74656,90.4128,Malibagh ???? Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,4,4.5,0,0,0,0,1,1,1,0,0,0,https://labaid.com.bd/
371,Galib Health Care Ltd.,,,23.74676,90.3858,Anser camp Karail,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
372,New national heart Foundation,,,23.74681,90.3982,01883-237932,Private hospital,Diagnostic,Heart,0,,,,,,,,,,,,,,
373,Life & Care Hospital Ltd.,,http://www.lifeandcarehospitals.com/,23.74704,90.3808,P9J5+67G Sadarghat - Gabtoli Rd,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
374,Ibrahim General Hospital Mirpur.,,_,23.74707,90.373,House 42 Rd 10/A Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
375,Eden Multi-Care Hospital,,,23.74719,90.3706,753 Satmasjid Road,Private hospital,Hospital,Dental,0,,,3.6,,,,,,,,,,,
376,Hitech Multicare Hospital ltd,,https://hitech-hospital.com/,23.74719,90.3706,164 E Kafrul Rd,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
377,Dr. Sirajul Islam Medical College & Hospital Ltd.,,_,23.74729,90.4104,12/3 New Circular Road Malibagh 1217. Dhaka Dhaka Dhaka 1217 Bangladesh,Private hospital,Medical college hospital,all,1,,_,_,0,0,0,0,1,1,1,0,0,0,
378,S. P. R. C. & Neurology Hospital,,http://www.sprcnh.com/,23.74763,90.4011,135 New Eskaton Road,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
379,National Chest Department,,http://www.nidch.gov.bd/,23.7477,90.386,·,Government hospital,Diagnostic,Heart,0,,,4.6,,,,,,,,,,,
380,FERA Narcotics Medicare,,,23.74777,90.4012,V9JQ+339,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
381,Unicare Medical Services,01968-877240,https://unicaremedicalbd.com/,23.74792,90.4021,13 1 New Eskaton Road Dhaka Bangladesh,Private hospital,Hospital,all,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,https://unicaremedicalbd.com/
382,National Institute of Neuro Sciences & Hospital,,,23.74796,90.4092,·,Government hospital,Hospital,neorology,0,,,4.4,,,,,,,,,,,
383,American Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74804,90.4089,G-2Main RoadSouth,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
384,BGMEA HEALTH CENTER,,,23.74807,90.3625,Niketan G64,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
385,BRAC MATERNITY CENTER (BMC) MOGHBAZAR DHAKA,,http://brac.net/,23.74811,90.4022,QC85+8V5,Private hospital,Hospital,mother and chield,0,,,,,,,,,,,,,,
386,GK Pharma LTD.,,,23.74818,90.3915,103 Rahman Vaban,Private hospital,Diagnostic,all,0,,,4,,,,,,,,,,,
387,Ad-din Womens Medical College Hospital,09612-345666,ad-din.org/addin-women-medical-college-awmc-dhaka/about-awmc,23.74837,90.4055,2 Bara Maghbazar Outer Circular Rd Dhaka 1217 Bangladesh,Private hospital,Medical college hospital,all,1,,3.2,4,0,0,0,1,1,1,1,0,0,0,ad-din.org/addin-women-medical-college-awmc-dhaka/about-awmc/
388,Medi Home Hospital,,,23.74871,90.4367,38 Kamal Soroni Rd,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
389,Satata Diagnostic And Consultation Center,,,23.74883,90.4209,P9FP+MQ8,Private hospital,Diagnostic,Diagnostic,0,,,4,,,,,,,,,,,
390,Dhanmondi Clinic (PVT) LTD. (PATHOLOGY),01970-476626,_,23.74887,90.3864,61 Green Rd Dhaka 1205 Bangladesh,Private hospital,Clinic,all,0,,2.5,3.5,0,0,0,0,1,1,1,0,0,0,
391,Computerized Homeopathy Research Center,,,23.74898,90.3638,GP cha 43 gazi monjil Wireless Gate Rd,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
392,Khidmah Hospital Pvt. Ltd.,,https://www.khidmahhospital.com/,23.74902,90.4203,C-287/2-3 Bisswa Road,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
393,Urban Health Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74909,90.4033,298 Shadhinota Shoroni North,Private hospital,Hospital,mother and chield,0,,,5,,,,,,,,,,,
394,Dhanmondi Hospital (PVT) Ltd,,,23.7491,90.3865,17 Green Rd,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
395,PARADYNE MEDICAL CENTRE,02 48321127,http://www.paradynebd.com/,23.74912,90.4127,107 DIT Rd Dhaka 1217 Bangladesh,Private hospital,Diagnostic,all,0,,3,3.7,0,0,0,0,1,1,1,0,0,0,http://www.paradynebd.com/
396,Popular ct&mri department,,,23.74913,90.4068,A.N.M.Nuruzzaman sorak shyamoli Opposite to kidney hospital shyamoli,Private hospital,Diagnostic,all,0,,,5,,,,,,,,,,,
397,COMFORT DIAGNOSTIC CENTRE (PVT.) LIMITED,01731-956033,https://www.comfortbd.com/,23.74919,90.3862,Comfort Tower 167/B Green Rd Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4,0,0,0,0,1,1,1,0,0,0,https://www.comfortbd.com/
398,Comfort Diagnostic Centre (Pvt) Ltd.,,_,23.74919,90.3862,Comfort Tower 167/B Green Rd Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
399,Emergency Department (NITOR),,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.74942,90.412,Sayed Mahbub Morshed Rd,Private hospital,Hospital,children,0,,,4,,,,,,,,,,,
400,DHAKA COMMUNITY MEDICAL COLLEGE & HOSPITAL-,,_,23.74968,90.4078,190/1 Baro Moghbazar Wireless Railgate Bara Moghbazar Dhaka 1217 Bangladesh,Private hospital,Medical college hospital,all,1,,_,_,0,0,0,0,1,1,1,0,0,0,
401,Unihealth Specialized Hospital Ltd,,_,23.75013,90.3879,68/69 Green Rd Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
402,ORION RENAL & GENERAL HOSPITAL,01783-614515,https://www.orion-group.net/index.php/concern/21/43/orion-renal-and-general-hospital,23.75015,90.3793,1st floor Mirpur Rd Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,3.3,4,0,0,0,0,1,1,1,0,0,0,https://www.orion-group.net/index.php/concern/21/43/orion-renal-and-general-hospital
403,Insaf Barakah Kidney and General Hospital,#ERROR!,www.ibhospital.com,23.75025,90.4025,11 ???? ????????? ????? ???? Dhaka 1217 Bangladesh,Private hospital,Hospital,Kidny,0,300,3,4.2,0,0,0,0,1,1,1,0,0,0,www.ibhospital.com
404,Lab Science Diagnostic,,_,23.75035,90.3866,153/1 Green Road Signal ??????? ???? 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
405,Bangladesh Medical College Hospital,,_,23.7504,90.3698,Rd No. 14A Dhaka 1209 Bangladesh,Private hospital,Medical college hospital,all,1,,_,_,0,0,0,0,1,1,1,0,0,0,
406,City Hospital & Diagnostic Center,,http://www.cityhospitalbd.com/,23.75045,90.3677,House No#1 8 Satmasjid Road,Private hospital,Diagnostic,Diagnostic,0,,,3.8,,,,,,,,,,,
407,Dr. Amanat Khan Hospital and Diagnostic Center,,,23.75045,90.3677,Amanat Khan Hospital and Diagnostic Center 1 Dr Amanat Khan Hospital Rd,Private hospital,Diagnostic,Diagnostic,0,,,3.7,,,,,,,,,,,
408,M General Hospital and Diagnostic Center,,,23.75045,90.3677,House- 1216 35 Rd No. 8,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
409,Marks Medical College and Hospital,,,23.75047,90.3698,R9C8+W5M,Private hospital,Medical college hospital,all,1,,,4.1,,,,,,,,,,,
410,Bangladesh Community General Hospital,,,23.75048,90.3677,Dhaka - Demra Highway,Government hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
411,Capital General Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.75048,90.3677,Mojumder Villa 23/1 Keshab Benarjee Rd,Government hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
412,The DNA Lab Limited,01706-319181,_,23.7505,90.3884,K 69 Panthapath Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.2,0,0,0,0,1,1,1,0,0,0,
413,SIBL FOUNDATION HOSPITAL & DIAGNOSTIC CENTRE,,_,23.75066,90.3871,??????? Fattah Plaza 70 Green Rd Dhaka 1205 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
414,Medi-Path Hospital,,,23.75069,90.3787,31 Nawab Eusuf Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
415,Ahmed Medical Centre(PVT)Ltd,,_,23.75071,90.3686,71/1 Satmasjid Road Sankar Bus Stand er Kache Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
